ID,numericalData,numericalDataType,textData,fileData
296,,,"ШАДРИНСКЪ, съ 1781 году городъ Пермскаго Намѣстничества. Въ ономъ бываетъ въ году три ярмарки: первая Іюня 29, вторая Ноября 3, третія въ первое Воскресеніе вели-каго поста; на оныхъ торгуютъ мѣлочными товарами.",
297,,,"ПОКРОВСКОЕ , ЛЮБОША тожь, село Орловскаго Намѣстничества въ Ливенскомъ уѣздѣ. Въ ономъ бываетъ годовая ярмарка 15 Іюля; пріѣзжаютъ сюда окрестные купцы съ шелковыми и другими мѣлочными товарами, также и крестьяне.",
298,,,"ТРОИЦКОЕ, село Московской Губерніи въ Звенигородскомъ уѣздѣ. Въ немъ бываетъ ярмарка о Троицынѣ дни.",
299,,,"ИЛЬИНСКОЕ, село Тульскаго Намѣстничества въ Каширскомъ уѣздѣ. Здѣсь бываютъ торжки каждонедѣльно въ пятничные дни ; товары на оные привозятъ изъ уѣзда холсты льняные разные, да изъ городовъ Ярославля, Переславля Залѣснаго и Углича пріѣзжаютъ купцы съ мѣлочными всякими небогатыми товарами.",
300,,,"РОЖЕСТВЕНСКОЕ, село Тульскаго Намѣстничества въ уѣздѣ города Ефремова. Здѣсь бываетъ одна годовая ярмарка 21 Сентября ; на оную съѣзжаются купцы изъ окрестныхъ городовъ съ разными товарами, и то по большей части съ мѣлочными , а крестьяне съ своими рукодѣліями.",
301,,,"ИВАНОВСКОЕ, село Московской Губерніи въ Звенигородскомъ уѣздѣ. Въ семъ селѣ бываетъ ярмарка каждогодно Іюля 8 дня.",
302,,,"СПАСКОЕ, село Ярославскаго Намѣстничества въ Пошехонскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ день Преображенія, и продолжается два дни.",
303,,,"СЕМЕНОВСКОЕ , село Ярославскаго Намѣстничества въ Пошехонскомъ уѣздѣ. Здѣсь 6ы-ваетъ годовая ярмарка въ десятую пятницу послѣ Пасхи, и продолжается три дни.",
304,,,"СПАСКЪ, съ 1779 году городъ Тамбовскаго Намѣстничества. Въ немъ бываетъ годовая ярмарка въ десятую пятницу послѣ Пасхи, на которую пріѣзжаютъ купцы изъ ближнихъ городовъ съ мѣлочнымъ товаромъ, и торгуютъ только одинъ день.",
305,,,"ЦЫВИЛЬСКЪ, съ 1781 году городъ Казанскаго Намѣстничества. Въ ономъ бываетъ дважды въ годъ ярмарка, первой разъ Іюня 26, второй Іюля 20; торгуютъ разными мѣлочными товарами.",
306,,,"МИХАЙЛОВКА, село Харьковскаго Намѣстничества въ уѣздѣ города Лебедина. Въ ономъ селѣ бываютъ три ярмарки : первая Февраля 2, вторая въ день Преполовенія, третія Сентября 8. Купцы на оныя пріѣзжаютъ изъ близъ лежащихъ городовъ съ лавочными товарами и горячимъ виномъ, также и съѣстными припасами.",
307,,,"БѢЛОЙ, городъ Смоленскаго Намѣстничества. Въ ономъ бываютъ въ году двѣ ярмарки; но собирается на оныя токмо крестьянство съ ихъ издѣльями.",
308,,,"ИВАНОВКА, слобода Харьковскаго Намѣстничества и уѣзду. Здѣсь бываютъ ярмарки Генваря 1, Апрѣля 22, Іюня Августа 1 , Сентября 1 , Октября 29; торгуютъ купцы мѣлочными товарами, виномъ, пивомъ, медомъ и прочимъ.",
309,,,"КАРЛОВКА, мѣстечко Екатеринославскаго Намѣстничества. Въ ономъ бываютъ въ году три ярмарки.",
310,,,"ПЕТРОВСКАЯ , крѣпость Екатеринославскаго Намѣстничества. Въ оной бываетъ въ году шесть ярмарокъ.",
311,,,"ПАВЛОГРАДЪ, городъ Екатеринославскаго Намѣстничества. Въ немъ бываютъ въ году три ярмарки.",
312,,,"ЯМПОЛЬ, слобода Г. Неплюевыхъ, Черниговскаго Намѣстничества въ Нѣжинскомъ уѣздѣ. Въ оной бываютъ въ году двѣ ярмарки: первая Октября 1 , вторая Апрѣля 23.",
313,,,"СВАТОВА ЛУЧКА, слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываетъ въ году двѣ ярмарки: первая Іюня 8, въ день Ѳеодора Стратилата; вторая Сентября 26, въ день Іоанна Богослова; пріѣэжаютъ на оныя купцы изъ разныхъ Россійскихъ городовъ съ шелковыми , бумажными, шерстяными и прочими товарами.",
314,,,"КАМЕНКА , слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываетъ въ году четыре ярмарки: первая ьъ день Алексія человѣка Божія , вторая въ день Великомученика Георгія, третія и четвертая во дни Николая Чудотворца лѣтняго и зимняго. На оныя купцы пріѣзжаютъ изъ разныхъ Россійскихъ городовъ съ шелковыми , бумажными , шерстяными товарами и прочимъ.",
315,,,"ОЛЬХОВАТКА , село Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Здѣсь бываютъ четыре въ году ярмарки: первая Генваря 6, на Богоявленіе , вторая и третія на дни Великомученика Георгія лѣтняго и зимняго, четвертая на день седьми Мучениковъ Маккавей. Купцы на оныя пріѣзжаютъ изъ разныхъ городовъ съ шелковыми , бумажными , шерстяными и прочими товарами.",
316,,,"ВАЛКИ, городъ Харьковскаго Намѣстничества. Здѣсь бываютъ ярмарки Февраля 2, Маія 9, Іюля 27, Сентября 14, Декабря 6. Торгуютъ купцы разнымъ мѣлочнымъ товаромъ, пивомъ, виномъ, медомъ и прочимъ.",
317,,,"СУМСКАЯ ВОРОЖБА, слобода Харьковскаго Намѣстничества въ Сумскомъ уѣздѣ. Въ ономъ бываетъ въ году четыре ярмарки; купцы пріѣзжаютъ из окрестныхъ городовъ съ мѣлочными товарами и горячимъ виномъ, также и съѣстными припасами.",
318,,,"КОНОБѢЕВО, село Тамбовскаго Намѣстничества въ Шацкомъ уѣздѣ. Въ ономъ бываетъ въ году ярмарка Іюня 24 дня , на которой торгуютъ пенькою, холстомъ , шерстью и прочимъ.",
319,,,"ГОРКИ, мѣстечко Могилевскаго Намѣстничества въ Оршанскомъ уѣздѣ. Здѣсь бываютъ въ году двѣ ярмарки.",
320,,,"МАЛИНО, село Московской Губерніи. въ Коломенскомъ уѣздѣ. Въ немъ каждую недѣлю по вторникамъ бываетъ торгъ хлѣбомъ и деревянною посудою деревенскаго издѣлья.",
321,,,"БОРИСОВЪ, городокъ Московской Губерніи въ Можайскомъ уѣздѣ. Здѣсь бываетъ въ году одна ямарка 13 Сентября , на которую съѣзжаются купцы изъ Вереи , Боровска и Можайска; торгъ по большей части бываетъ съѣстными припасами и разными крестьянскими товарами , какъ - то колесами , дегтемъ и тому подобнымъ.",
322,,,"ПОРѢЧЬЕ , городъ Смоленскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки : первая Іюня мѣсяца въ десятую пятницу, вторая Сентября 8, въ день Рождества Богородицы ; купцы пріѣзжаютъ изъ близъ лежащихъ городовъ съ разными товарами.",
323,,,"РАМЕНЬЕ, село Московской Губерніи въ Волоколамскомъ уѣздѣ. Здѣсь бываютъ въ году ярмарки Іюня 24 и 18 Сентября ; торгуютъ по одному дню разными крестьянскими товарами.",
324,,,"ВИЛЬМАНСТРАНДЪ , городъ Выборгскаго Намѣстничества. Въ семъ городѣ бываетъ въ году два раза ярмарка : первал 8, а вторая 29 Августа мѣсяца.",
325,,,"БЫКОВЪ, мѣстечко Черниговскаго Намѣстничества въ Пирятинскомъ уѣздѣ. Здѣсь бываетъ въ году четыре ярмарки: первая въ день Преполовенія,вторая Августа 1, третія Октября 14, четвертая Ноября 23 числа. Сверхъ сего бываютъ торжки каждонедѣльно въ понедѣльникъ ; торгуютъ на оныхъ разными мѣлочными товарами и привозимою на ярмарки изъ Донскихъ станицъ рыбою ; жители продаютъ рогатой скотъ , лошадей , хлѣбъ, смолу, горячее вино и прочее. Также привозятъ сюда для продажи жителямъ Крымскую соль.",
326,,,"ВЕПРИКЪ, мѣстечко Черниговскаго Намѣстничлства въ Гадяцкомъ уѣздѣ. Въ ономъ бываетъ въ году три ярмарки : первая Маія 9, въ день Святителя Николая, вторая Августа29, въ день усѣкновенія главы Іоанна Предтечи, третія Ноября 21, въ день входа во храмъ Пресвятыя Богородицы. На оныхъ торгуютъ рогатымъ скотомъ , рыбою, разнымъ хлѣбомъ и всякими съѣстными припасами. Здѣсь бываетъ также ежедѣльной торгъ въ воскресенье большею частію хлѣбомъ.",
327,,,"РОМЕНЪ, городъ Черниговскаго Намѣстничества. Въ ономъ бываетъ въ годъ четыре ярмарки : первая о Масляной недѣлѣ, вторая въ день Вознесенія , третія на день Пророка Иліи, четвертая въ день Собора Архистратига Михаила. Сюда пріѣзжаютъ купцы Великороссійскіе , Малороссійскіе и иностранные съ шелковыми, бумажными , гарусными , серебреными , мѣдными , оловянными, галантерейными и прочими товарами , а особливо великой торгъ и отпускъ бываетъ отсюда табаку.",
328,,,"ГОРОДНЯ, или ГОРОДНИЦКЪ , городъ Черниговскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки: первая Іюня 29, въ день Святыхъ Апостоловъ Петра и Павла , вторая Октября 14, въ день Св. Параскевы ; на оныя и въ субботніе еженедѣльныеторжки пріѣзжаютъ окольные жители и торгутъ хлѣбомъ , рыбою , деревянною и глиняною посудою, веревками , лыками , саньми и ободьемъ ; также пріѣзжаютъ изъ городовъ и съ лавочными товарами.",
329,,,"РѢПКИ , мѣстечко Черниговскаго Намѣстничества и уѣзду. Въ ономъ бываютъ еженедѣльные торжки, на которыхъ торгъ производится окольными жителями большею частію хлѣбомъ и прочими домашними вещами и крестьянскими издѣльями.",
330,,,"ВЕЛИКОЕ, село Ярославскаго Намѣстничества въ Ростовскомъ уѣздѣ. Въ ономъ бываетъ",
331,,,"МОЛОГА , городъ Ярославскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки : одна Генваря 18, а другая на четвертой недѣлѣ великаго поста въ среду, на которыя пріѣзжа-ютъ купцы отъ Бѣлозерска , Углича, Романова, Борисоглѣбска и Рыбинска съ хлѣбомъ, рыбою , мясами и съ деревянною посудою.",
332,,,"ГЛѢБОВО , село Ярославскаго Намѣстничества и уѣзду. Въ ономъ бываетъ годовая ярмарка Сентября въ 8 день; недѣльные торжки по середамъ. Въ то село купецкіе люди пріѣзжаютъ изъ Ярославля, Романова, Углича, Борисоглѣбска, Рыбнаго и изъселъ съ мѣлкими на продажу крестьянамъ товарами.",
333,,,"БОРИСОГЛѢБСКЪ, городъ Ярославскаго Намѣстничества. Здѣсь ярмарки бываютъ на день Живоначальныя Троицы и на день Іоанна Богослова ; а недѣльные торжки въ субботніе дни. Въ оные ярмарочные и субботніе дни съ товарами купцы не пріѣзжаютъ, а съѣзжаются по большей части живущіе въ близости оной слободы крестьяне и прочіе разночинцы, и привозятъ на продажу хлѣбъ, столовые запасы и дѣланную ими деревянную и прочую посуду.",
334,,,"РОМАНОВЪ, городъ того же Намѣстничества. Здѣсь бываютъ двѣ ярмарки : первая въ день Живоначальныя Троицы , вторая въ день Іоанна Богослова, Сентября 26 дня; купцы пріѣзжаютъ изъ Ярославля съ мѣлочными товарами для одного крестьянства.",
335,,,"КУДАРИНСКАЯ , слобода Иркутскаго Намѣстничества въ уѣздѣ города Верхнеудинска. Здѣсь бываетъ ярмарка Ноября 24 дня; торгуютъ на оной пріѣзжіе изъ Сибири купцы разными мѣлочными товарами.",
336,,,"НОСОВИЧИ, мѣстечко Могилевскаго Намѣстничества въ Бѣлицкомъ уѣздѣ. Въ немъ бываетъ въ годъ шесть ярмарокъ.",
337,,,"ГОМЕЛЬ, мѣстечко Могилевскаго Намѣстничества въ Бѣлицкомъ уѣздѣ. Здѣсь бываетъ двѣ ярмарки въ году.",
338,,,"ВѢТКА, мѣстечко того же Намѣстничества въ Бѣлицкомъ уѣздѣ. Тутъ бываетъ одна ярмарка въ году, на которой торгуютъ разными товарами.",
339,,,"ЖУРАВИЧИ , мѣстечко Могилевскаго Намѣстничества въ Старобыховскомъ уѣздѣ. Сюда собираются купцы четыре раза въ годъ на ярмарки.",
340,,,"ПРОПОЙСКЪ, мѣстечко Могилевскаго Намѣстничества. Здѣсь бываютъ кромѣ обыкновенныхъ торговъ двѣ ярмарки въ году.",
341,,,"ШКЛОВЪ, мѣстечко Могилевскаго Намѣстничества и уѣзду. Здѣсь бываютъ кромѣ еженедѣльнаго торгу три ярмарки, на которыя изъ разныхъ мѣстъ сбираются купцы съ товарами и лучшими матеріями; также въ ономъ и въ окольныя мѣста запасаются.",
342,,,"ПЛОСКОЕ, село Тульскаго Намѣстничества въ уѣздѣ города Новосиля. Въ ономъ селѣ бываетъ ярмарка Маія 25 и Ноября 8; торгуютъ купцы разными мѣлочными товарами и хлѣбомъ.",
343,,,"ДУБРОВНА, мѣстечко Могилевскаго Намѣстничества. Здѣсь бываетъ въ году три ярмарки.",
344,,,"ЛЯДЫ, мѣстечко Могилевскаго Намѣстничества въ Оршанскомъ уѣздѣ. Здѣсь бываетъ въ году двѣ ярмарки.",
345,,,"ЛЮБАВИЧИ, мѣстечко Могилевскаго Намѣстничества въ Бабиновецкомъ уѣздѣ. Въ немъ бываетъ одна въ году ярмарка.",
346,,,"ДУХОВЩИНА, городъ Смоленскаго Намѣстничества. Въ ономъ бываютъ двѣ въ году ярмарки: первая на первой недѣлѣ великаго поста въ пятницу, вторая Августа 15, въ деньуспенія Богородицы ; купцы пріѣзжаютъ изъ близъ лежащихъ городовъ съ разными товарами.",
347,,,"ДОРОГОБУЖЪ, городъ Смоленскаго Намѣстничества. Въ ономъ бываетъ одна ярмарка годовая, Іюня мѣсяца передъ Петровымъ днемъ, и пріѣзжаетъ изъ ближнихъ город въ купечество. Въ уѣздѣ онаго состоитъ пятьдесятъ два села , въ коихъ бываетъ во время праздниковъ храмовыхъ съѣздъ купечеству только съ одними съѣстными припасы.",
348,,,"ЛЬГОВЪ, городъ Курскаго Намѣстничества. Въ немЬ, кромѣ еженедѣльнаго торгу, бываютъ въ году двѣ ярмарки: первая въ Ивановъ день 24 Іюня , вторая Сентября 1 числа, продолжающіяся по два и по три дни, на которыя Курскіе, Сѣв-скіе и Рыльскіе купцы привозятъ сукна , шелковыя разныя матеріи и мѣлкія вещи ; также довольно пригоняютъ туда съ заводовъ лошадей.",
349,,,"ТИМЪ, съ 1779 году городъ Курскаго Намѣстничества. Въ ономъ бываетъ двѣ въ году ярмарки: первая въ одинадцатую пятницу по Пасхѣ , вторая въ день Рождества Богородицы, на которыя съѣзжаются болѣе Курскіе и Старооскольскіе купцы съ сукнами и шелковыми матеріями.",
350,,,"ЩИГРЫ, съ 1779 году городъ Курскаго Намѣстничества. Въ ономъ бываетъ одна въ году ярмарка въ Троицынъ день; сверхъ того здѣшніе обыватели торгуютъ по Воскресеньямъ мѣлочнымъ крестьянскимъ товаромъ, хлѣбомъ и припасами.",
351,,,"УСМАНЬ, съ 1779 году городъ Тамбовскаго Намѣстничества. Въ немъ бываетъ одна въ году о десятой пятницѣ ярмарка, продолжающаяся 7 дней, на которую пріѣзжаютъ купцы изъ Воронежа, Ельца и Липецка съ сукнами и разными шелковыми и мѣлочными товарами.",
352,,,"ДЕМШИНСКЪ, слобода Тамбовскаго Намѣстничества. Здѣсь бываетъ 29 Августа ярмарка, на которую съѣзжаются изъ близъ лежащихъ мѣстъ купцыи прочіе разночинцы съ разными товарами и съьстными припасами.",
353,,,"КИРСАНОВЪ, городъ Тамбовскаго Намѣстничества. Въ немъ бываютъ въ году двѣ ярмарки: одна въ первой день Петрова поста, а другая Іюля 20 дня, на которыя пріѣзжаютъ изъ ближайшихъ городовъ съ мѣлочнымъ товаромъ.",
354,,,"КАДОМЪ , посадъ Тамбовскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки : первая Іюня 29, вторая Іюля 20; на оныя купцы съѣзжаются изъ ближнихъ городовъ съ шелковыми , бумажными и црочими мѣлочными товарами.",
355,,,"ВОЕВОДСКОЕ, село Пензенскаго Намѣстничества въ Саранскомъ уѣздѣ. Здѣсь бываетъ ярмарка въ послѣднихъ числахъ Іюля; привозятъ купцы разные мѣлочные шелковые товары.",
356,,,"ДУБРОВКИ, село Пензенскаго Намѣстничаства въ Саранскомъ уѣздѣ. Здѣсь бываетъ ярмарка въ послѣднихъ числахъ Іюля; привозятъ купцы разные мѣлочные шелковые товары.",
357,,,"ПОЧИНКИ , городъ Нижегородскаго Намѣстничества. Въ емъ, кромѣ еженедѣльнаго по четвергамъ торгу, бываетъ въ одъ Маія 25 дня ярмарка, на вторую пріѣзжаютъ изъ ближнихъ городовъ купцы съ мѣлочными шелковыми товарами, крестьяне привозить бывшею хлѣбъ, лѣсъ и деревянную посуду.",
358,,,"ЛУКОЯНОВЪ, городъ Нижегородскаго Намѣстничества. Въ немъ каждую недѣлю по воскресеньямъ бываетъ торгъ , на которой пріѣзжаютъ крестьяне , но болѣе съ хлѣбомъ.",
359,,,"КНЯГИНИНЪ, городъ Нижегородскаго Намѣстничества. Въ немъ бываетъ каждую недѣлю по вторникамъ торгъ, на которой крестьяне привозятъ всякіе съѣстные припасы, также дрова и деготь.",
360,,,"ГОРИЦЫ , село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Въ ономъ торжки бываютъ по вся недѣли по воскреснымъ днямъ ; товары привозятъ изъ уѣзду холсты льняные разные, да изъ городовъ Ярославля, Переславля Залѣскаго и Углича пріѣзжаютъ купцы съ мѣлочными всякими небогатыми товарами.",
361,,,"БАЛАХНА , городъ Нижегородскаго Намѣстничества. Въ ономъ бываютъ каждую недѣлю по середамъ и пятницамъ, а въ зимнее время и по воскресеньямъ торги, на которые крестьяне привозятъ болѣе хлѣбъ, съѣстные припасы и разныя для жителей потребности.",
362,,,"СЕМЕНОВЪ, съ 1779 году городъ Нижегородскаго Намѣстничества. Въ немъ каждо-недѣльно бываетъ по четвергамъ торгъ, на которой привозитъ крестьянство всякіе съѣстные припасы и прочіе мѣлочные товары.",
363,,,"ТРУБЧЕВСКЪ, съ 1778 году городъ Орловскаго Намѣстничества. Въ ономъ бываетъ въ году ярмарка, которая начинается съ Троицына Дня, и продолжается недѣлю.",
364,,,"ЧЕРНЬ, съ 1777 году городъ Тульскаго Намѣстничества. Въ уѣздѣ онаго бываетъ по одной небольшой ярмаркѣ въ году, въ селахъ въ Дѣвочкиномъ, Зупнахъ, Благовѣщенскомъ , Бабуриномъ , Скородномъ , Богородицкомъ, Жадомъ тожь, Никольскомъ , въ Языковѣ , Спа-скомъ, что на Зушѣ , Троицкомъ и Воскресенскомъ.",
365,,,"СКОПИНЪ, съ 1778 году городъ Рязанскаго Намѣстничества. Здѣсь бываетъ ярмарка послѣ Свѣтлой недѣли въ девятую , въ десятую и во вторуюнадесять пятницы; товары привозятъ изъ иныхъ городовъ и изъ уѣздовъ крестьянскіе, съѣстные и прочіе, что до обывательскихъ крестьянскихъ нуждъ принадлежитъ.",
366,,,"ПРОНСКЪ , городъ Рязанскаго Намѣстничества. Въ немъ каждую недѣлю бываютъ по пятницамъ торги, на коихъ торгуютъ всякими товарами.",
367,,,"СПАСЪ на ХОЛМУ, село Тверскаго Намѣстничества въ Бѣжецкомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка , на коей торгуютъ хлѣбомъ, скотомъ, кожами и саломъ.",
368,,,"СТАРИЦА , съ 1775 году городъ Тверскаго Намѣстничества. Здѣсь бываютъ ярмарки дважды въ годъ: первая на девятой недѣлѣ по Пасхѣ въ пятокъ, вторая въ Іюлѣ мѣсяцѣ передъ Ильинымъ днемъ , въ пятокъ же ; торгуютъ разными шелковыми, бумажными, суконными и прочими товарами.",
369,,,"СЛОБОДСКОЙ, съ 1781 году городъ Вятскаго Намѣстничества. Въ ономъ торговыхъ съѣздовъ , кромѣ лавочной продажи , бываетъ пять: первая ярмарка въ пятое Воскресенье великаго поста , вторая въ десятое Воскресенье по Пасхѣ, третія и четвертая въ Іюлѣ и и въ Сентябрѣ мѣсяцахъ, во время принесенія въ городъ изъ разныхъ мѣстъ Святыхъ образовъ, питая Ноября 24, въ день Великомученицы Екатерины; да въ уѣздѣ онаго въ селахъ Кинчинѣ, Сырьянахъ , Балезинѣ , Озловицкомъ и Волчьевскомъ пять же.",
370,,,"ЯРАНСКЪ, съ 1781 году городъ Вятскаго Намѣстничества. Въ немъ бываютъ каждонедѣльно по Воскресеньямъ съѣзды , на которыхъ купцы торгуютъ разными шелковыми и бумажными мѣлочными, также привозимыми изъ уѣзду, воскомъ, медомъ, саломъ, кожами, овчинами , хмѣлемъ и разными здѣшняго произрастѣнія пушными товарами.",
371,,,"СВЯТОГОРСКОЙ, монастырь Псковскаго Намѣстничества въ уѣздѣ города Опочекъ. При немъ бываетъ въ году двѣ ярмарки.",
372,,,"ТУРИНСКЪ, съ 1782 году городъ Тобольскаго Намѣстничества. Здѣсь бываютъ знатные торговые съѣзды по вся воскресные дни.",
373,,,"БОГАТЫЙ, городъ Курскаго Намѣстничества. Въ немъ бываютъ каждую недѣлю по понедѣльникамъ и пятницамъ торги.",
374,,,"БОРОВИЧИ, городъ Новогородскаго Намѣстничества. Въ немъ бываютъ въ году три ярмарки: первая Генваря 25, вторая въ день Живоначальныя Троицы, третія Ноября 21 числа , на кои пріѣзжаютъ купцы и изъ другихъ городовъ съ шелковыми, шерстяными и прочими товарами.",
375,,,"ВАЛДАЙ, городъ Новогородскаго Намѣстничества. Въ ономъ бываютъ три ярмарки : первая на Свѣтлой недѣлѣ, вторая Октября отъ 23 по 28, третія въ праздникъ Рождества Христова три дни. На оныя пріѣзжаютъ купцы изъ окрестныхъ городовъ съ щепетильными мѣлкими товарами и съѣстными припасами.",
376,,,"БЕРЕЗИНЪ, или БЕРЕЗНА, городъ Черниговскаго Намѣстничества. Въ ономъ бываютъ въ году двѣ ярмарки: первая въ день Вознесенія Господня, вторая Августа 15, въ день Успенія Богородицы, на коихъ ярмаркахъ и еженедѣльныхъ торгахъ въ продажѣ бываютъ изъ окольныхъ мѣстъ привозимые разные съѣстные и питейные припасы, также скотъ и деревянная посуда.",
377,,,"БЕРЕЗОВЪ, городъ Тобольскаго Намѣстничества. Сюда пріѣзжаютъ Тобольскіе купцы каждую весну водою, и торгу-ють съ тутошними Россійскими жителями , а особливо съ Остяками и Вогуличами; осеньюжь въ Тобольскъ назадъ возвращаются.",
378,,,"ВЫШНІЙ ВОЛОЧОКЪ, городъ Тверскаго Намѣстничества. Въ семъ городѣ бываютъ въ году три ярмарки.",
379,,,"ГАБЗАЛЬ , городъ Ревельскаго Намѣстничества. Въ немъ бываетъ одна въ году ярмарка.",
380,,,"ГЖАТЬ, городъ Смоленскаго Намѣстничества. Въ семъ городѣ бываетъ годовая ярмарка , сверхъ каждонедѣльныхъ торговъ, Іюля 8 дня ; а въ селахъ бываетъ съѣздъ въ храмовые праздники , и въ каждомъ на одинъ только тотъ день.",
381,,,"ЕЛИСАВЕТЪ-ГРАДЪ, городъ Екатеринославскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки.",
382,,,"ЗИНКОВЪ, или ЗѢНКОВЪ, городъ Черниговскаго Намѣстничества. Въ ономъ бываетъ въ годъ четыре ярмарки : первая Іюня 25 , въ день С. Іоанна Крестителя , вторая 15 Августа , въ день успенія Пресвятыя Богородицы, третія Октября 1, въ день Покрова Пресвятыя Богородицы , четвертая Декабря б, въ день Святителя Николая. На оныхъ торгуютъ разнымъ скотомъ, хлѣбомъ и съѣстными припасами. Здѣсь бываютъ и еженедѣльные торжки въ понедѣльникъ и пятокъ, и торгуютъ на оныхъ хлѣбомъ.",
383,,,"КИРИЛОВЪ , городъ Новогородскаго Намѣстничества. Въ немъ бываетъ годовая ярмарка Марта 17 дня, называемая Алексѣевская.",
384,,,"МАЛОЙ АРХАНГЕЛЬСКЪ, городъ Орловскаго Намѣстничества. Въ немъ бываетъ дважды въ недѣлю съѣздъ.",
385,,,"МАЛОЙ ЯРОСЛАВЕЦЪ, городъ Калужскаго Намѣстничества. Въ немъ бываютъ въ годъ ярмарки Апрѣля 23, Маія 9, Ноября 26, Декабря б и въ десятую пятницу по Пасхѣ , на которыя пріѣзжаютъ купцы изъ Боровска, Вереи и Серпухова съ шелковыми и бумажными платками , китайками , выбойками, чаемъ, сахаромъ, кофіемъ и разными москотильными товарами ; а главную часть сего торгу составляютъ окрестные жители, которые привозятъ съѣстные припасы и деревенскія издѣлья.",
386,,,"МАНГАЗЕЯ, или ТУРУХАНСКЪ, городъ Тобольскаго Намѣстничества. Въ семъ городѣ бываетъ ярмарка въ лѣтнее время въ Іюнѣ и Іюлѣ мѣсяцахъ; торги бываютъ съ Великороссій-скими и Сибирскими разныхъ городовъ купцами покупкою всякихъ уловленныхъ звѣрей Сибирскихъ и продажею мѣлочныхъ товаровъ Россійскихъ.",
387,,,"МГЛИНЪ, городъ Новогородскаго - Сѣверскаго Намѣстничества. Въ ономъ бываетъ въ годъ три ярмарки : первая на третіей недѣлѣ великаго поста, другая въ день Сошествія Святаго Духа, третія Августа 9 числа. На оныя съѣзжаются изъ сосѣдственныхъ мѣстъ купцы съ краснымъ товаромъ и другими мѣлочными; также купечество города торгуетъ своими произрастѣніями и произведеніями, какъ - то пенькою , коноплянымъ масломъ, горячимъ виномъ, табакомъ и прочими мѣлочми ; пеньку нѣкоторые купцы отправляютъ къ С. Петербургскому и Рижскому портамъ и въ пристани Порѣцкую и Иржевскую.",
388,,,"НЕЙШЛОТЪ, городъ Выборгскаго Намѣстничества. Въ немъ 1780 году учреждена годовая ярмарка 15 Сентября.",
389,,,"ПЕРЕСЛАВЛЬ ЗАЛѢСКОЙ , городъ Владимерскаго Намѣстничества. Бываетъ здѣсь годовая ярмарка съ 23 Іюня, и продолжается недѣлю; на оной отправляется торгъ льнянымиколстами, которые покупаются какъ Переславскими, такъ и пріѣзжими изъ разныхъ городовъ купцами. Московскіе купцы привозятъ разные мѣлкіе серебреные товары , какъ - то оклады на образа и прочее; бо-лѣежь крестяне привозятъ разный хлѣбъ на продажу; а въ уѣздѣ сего города въ трехъ селахъ торгуютвъ мелочными товарами и крестьянскими издѣльями.",
390,,,"ПЕРНОВЪ, городъ Рижскаго Намѣстничества. Въ ономъ бываетъ годовая ярмарка , спустя три недѣли послѣ Иванова дня , и продолжается четыре недѣли.",
391,,,"ПУДОГА, или ПУДОЖСКЪ, городъ Олонецкаго Намѣстничества. Здѣсь бываетъ годовая ярмарка Декабря 6 дня; торги производятся лавочнымъ товаромъ , но большею частію мягкою рухлядью, для которой пріѣзжаютъ купцы изъ разныхъ Россійскихъ городовъ, въ томъ числѣ и изъ С. Петербурга.",
392,,,"РЖЕВЪ ВОЛОДИМЕРОВЪ , городъ Тверскаго Намѣстничества. Въ ономъ бываетъ въ каждомъ году двѣ ярмарки: одна великаго поста въ недѣлю православія, другая Іюня 29 дня ; товары привозятъ разные мос-котильные , шелковые , позументы золотые и серебреные, камки , парчи , грезети , тафты и прочіе мѣлочные бумажные, также хлѣбъ и различные крестьянскій издѣлья.",
393,,,"РѢЗЫЦЫ , городъ Полотскаго Намѣстничества. Въ семъ городѣ бываютъ въ году двѣ ярмарки ; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами , виномъ и пивомъ.",
394,,,"СОЛЬ-ГАЛИЦКАЯ, съ 1778 году городъ Костромскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки, сверхъ обыкновенныхъ торговъ.",
395,,,"СТАРОЙ ОСКОЛЪ, съ 1779 году городъ Курскаго Намѣстничества. Въ ономъ бываютъ въ году три ярмарки: первая въ пятое Воскресенье три дни, вторая Іюля 8, въ день Казанскія Богоматери , третія Августа 15 , въ день успенія , по два дни; пріѣзжаютъ купцы съ разными товарами изъ близъ лежащихъ городовъ.",
